ORF	H2O2 10m 	H2O2 20m 	H2O2 30m 	H2O2 40m	H2O2 50m 	H2O2 60m 	H2O2 80m 	H2O2 100m 	H2O2 120m 	H2O2 160m 
YGL065C	-0.36	-0.54	-0.14	0.21	-0.47	-0.29	-0.06	-0.45	-0.38	-0.25
YGL066W	-0.03	-0.45	-0.11	-0.04	-0.26	-0.53	-0.07	0.06	0.04	0.1
YGL067W	-0.71	0.15	0.45	0.28	-0.4	-0.25	-0.22	-0.56	-0.34	-0.23
YGL068W	-0.56	0.39	0.38	-0.27	-0.14	-0.4	0.01	-0.14	0.37	0.49
YGL069C	-0.22	-	-0.29	-0.17	-0.23	-0.27	-0.14	-0.32	0.1	0.2
YGL070C	-1.22	-1.15	-1.15	-1.12	-0.58	-0.42	-0.34	-0.56	-0.06	-0.01
YGL071W	-0.35	0.36	0.16	-0.38	-0.31	-0.2	-0.21	-0.15	-0.31	-0.08
YGL072C	-0.3	-0.09	0.03	0.92	-	-0.03	-	-0.14	0.03	-0.12
YGL073W	0.01	-	-0.23	-0.2	0.04	-0.42	-0.32	-0.56	-0.45	-0.36
YGL074C	0.37	0.28	0.07	0.24	-	-0.58	-0.12	-0.12	-0.47	0.03
YGL075C	-1.51	-1.64	-0.67	-0.06	-0.04	-0.56	-0.06	-0.56	-0.14	-0.17
YGL076C	-0.62	-1.18	-1.6	-1.03	-1.22	-0.67	-0.32	-0.38	-0.12	-0.25
YGL077C	-3.32	-1.18	-1.15	-0.42	-0.54	-0.6	-0.29	-0.71	-0.34	-0.36
YGL078C	-1.79	-3.32	-2.56	-1.25	-1	-0.79	-0.3	-0.36	-0.38	-0.32
YGL079W	-0.89	-0.47	-0.14	0.14	-0.01	-0.15	-0.22	-0.56	-0.12	-0.15
YGL080W	0.25	1.03	1.01	1.68	0.25	0.28	0.03	-0.32	0.1	-0.36
YGL081W	0.51	0.46	0.36	0.39	1.02	0.58	-0.23	-	-0.18	-0.47
YGL082W	0.42	0.73	0.62	0.12	0.34	0.23	-0.12	-0.38	-0.18	-0.49
YGL083W	0.46	0.18	0.32	0.7	0.07	0.15	-0.43	-0.36	-0.54	-0.71
YGL084C	0.89	1.32	1.42	1.08	0.36	0.31	0.1	-0.07	0.01	-0.18
YGL085W	0.39	0.16	0.42	0.19	0.3	0.26	-0.3	-0.27	-0.23	-0.56
YGL086W	0.31	-	0.13	0.01	0.07	-0.43	-0.12	0.03	-0.19	-0.33
YGL087C	0.11	-0.12	0.45	1.26	0.88	0.72	0.01	-0.15	-0.14	-0.36
YGL088W	2.96	0.86	0.51	-0.43	0.06	-0.18	0.04	-0.07	-0.04	-0.47
YGL089C	0.51	-0.27	0.18	0.14	0.54	0.36	-0.45	-0.22	-0.42	-0.58
YGL090W	1.28	1.37	0.93	-0.14	0.42	0.1	-0.14	0.01	-0.17	-0.38
YGL091C	-	1.01	1.29	0.39	0.57	0.58	-	-	-	-
YGL092W	0.18	0.19	-0.12	-0.23	-0.09	-0.13	-0.02	-0.08	-0.06	-0.1
YGL093W	0.53	0.84	1.02	-0.56	0.41	0.51	-0.43	-0.27	-0.4	-0.67
YGL094C	0.3	0.34	0.66	-0.64	0.31	0.18	-0.25	-0.18	-0.34	-0.47
YGL095C	0.49	1.18	1.32	0.23	0.48	0.31	-0.2	-0.12	-0.22	-0.4
YGL096W	0.82	0.61	0.85	-0.25	0.83	0.56	0.24	0.23	0.23	0.23
YGL097W	-0.74	-0.62	-0.74	-0.84	-0.47	-0.27	-0.38	-0.42	-0.51	-0.56
YGL098W	0.44	0.24	0.11	-0.01	0.41	0.2	-0.1	-0.22	-0.17	-0.3
YGL099W	-0.62	-1.51	-1.18	-1.4	-0.47	-0.4	-0.69	-0.3	-0.71	-0.84
YGL100W	0.14	-1.15	0.11	-0.36	0.32	0.06	-0.23	-0.2	-0.4	-0.43
YGL101W	0.03	0.01	-	0.49	-0.36	-0.2	-0.64	-0.71	-0.71	-0.71
YGL102C	-0.23	-1.6	-0.97	-1.15	-0.79	-0.36	-0.45	-0.38	-0.03	-0.38
YGL103W	2.86	-1.6	-0.92	-0.89	-0.69	-0.42	-	-	-	-
YGL104C	0.58	0.66	0.88	0.7	1.13	0.77	0.7	-0.06	0.64	0.56
YGL105W	0.68	-0.25	-0.22	-0.09	-0.42	-0.54	-0.18	-0.42	-0.25	-0.07
YGL106W	-0.4	-0.51	-0.79	-0.58	-0.71	-0.49	0.2	-0.6	0.26	0.14
YGL107C	0.26	0.01	-0.45	-0.15	0.16	0.03	0.11	-0.32	0.01	0.28
YGL108C	0.57	0.65	0.68	0.54	0.23	0.23	0.46	-0.47	0.51	0.44
YGL109W	0.33	-0.22	0.07	-0.36	-0.07	0.29	0.36	-0.25	-	0.36
YGL110C	-0.22	0.14	-0.17	-0.04	-0.12	-0.18	0.2	-0.54	0.2	0.18
YGL111W	-1.18	-2.64	-1.84	-1.18	-0.54	-0.4	-0.1	-0.29	-0.1	-0.17
YGL112C	0.01	0.18	-0.1	-	-0.12	-0.14	0.23	-0.6	-	0.18
YGL113W	-0.92	-1.84	-0.36	-0.62	0.01	-0.15	0.06	-0.43	-0.04	-0.03
YGL114W	1.61	1.67	1.46	0.23	0.07	0.2	0.6	-0.2	0.34	0.46
YGL115W	0.61	0.53	0.86	0.78	0.24	0.15	0.14	-0.27	0.31	0.12
YGL116W	-1.06	-4.06	-0.94	-1.25	-0.84	-0.84	0.01	-0.3	-0.04	0.16
YGL117W	2.36	1.58	1.92	2.7	1.55	1.03	0.28	-0.12	-0.07	0.28
YGL118C	0.62	0.28	0.18	-0.58	-0.03	-0.22	0.01	0.08	0.08	0.36
YGL119W	-0.04	0.58	1.04	0.07	0.58	0.37	0.14	-0.15	-0.23	0.15
YGL120C	-0.79	-1.94	-1.56	-1.74	-0.49	-0.49	-0.04	-0.47	-0.22	-0.07
YGL121C	0.06	0.18	0.33	0.41	1.91	2.04	0.69	0.51	0.54	0.85
YGL122C	-0.33	-0.55	-0.67	-0.67	-0.26	-0.28	-0.33	-0.39	-0.24	-0.03
YGL123W	-0.47	-1.09	-1.43	-1.15	-1.12	-0.25	-0.17	-0.42	0.01	0.19
YGL124C	0.65	-0.4	0.18	-0.27	0.31	0.03	0.23	-0.32	0.01	0.26
YGL125W	-	0.55	-0.38	-0.74	-0.04	-0.03	0.1	0.1	0.06	0.33
YGL126W	-0.14	-0.11	-0.17	-0.44	-	0.03	0.18	0.02	0.31	0.17
YGL127C	-	-	0.16	-0.51	-0.36	0.16	0.15	-0.25	-	0.12
YGL128C	-	-0.47	-0.62	-0.32	-	-0.34	-0.07	0.15	-0.14	-0.09
YGL129C	0.03	0.63	0.32	-	0.28	0.01	0.01	0.48	-0.09	0.21
YGL130W	-0.17	-0.01	-0.42	-0.12	0.04	-0.17	0.08	0.23	0.01	0.04
YGL131C	-0.01	0.94	0.55	-	0.16	-0.09	-0.01	0.37	-0.09	0.21
YGL132W	-0.03	0.29	0.55	0.6	0.12	-0.22	0.16	0.43	0.21	0.24
YGL133W	-0.17	-0.29	0.19	-	0.12	-0.01	0.11	0.46	-0.06	0.16
YGL134W	-0.27	0.71	0.38	-	0.01	-0.06	0.18	0.25	0.19	0.18
YGL135W	-0.64	-1.22	-1.43	-0.54	-1.25	-0.69	-0.22	0.15	-0.07	0.06
YGL136C	-0.17	0.19	-0.32	0.16	-0.36	-0.36	0.1	0.18	0.19	-0.1
YGL137W	-0.32	-0.43	-0.34	-0.23	-0.34	-0.43	-0.06	0.23	-0.3	-0.12
YGL138C	-0.3	2.49	-1.06	-0.34	-1.29	-0.2	0.78	0.18	0.34	0.14
YGL139W	-	-	-0.71	-	-0.42	-0.34	0.12	0.4	-0.03	0.15
YGL140C	-0.11	-0.06	-0.28	-0.19	-0.26	-0.2	-0.06	0.05	-0.03	0.32
YGL141W	-0.02	0.97	1.18	-0.92	0.09	0.6	-0.1	0.23	-0.45	-0.41
YGL142C	0.07	-0.42	0.44	-0.22	-0.17	-0.09	0.07	0.18	-0.01	0.2
YGL143C	-0.51	0.26	0.29	-0.34	0.15	0.3	0.16	0.39	-0.18	0.46
YGL144C	-0.79	-0.23	0.15	-0.62	-0.36	-0.27	-0.14	0.33	-0.07	-0.01
YGL145W	-0.84	-1.03	-0.34	0.07	-0.32	-0.25	-0.1	0.3	-0.2	-0.15
YGL146C	-2.25	-	-0.03	-0.81	-0.58	-0.71	-0.03	0.65	0.15	0.53
YGL147C	-0.6	-1.64	-1.25	-1.22	-0.76	-0.49	-0.23	0.1	-0.49	-0.03
YGL148W	-0.1	-0.34	-0.6	-0.79	-0.97	-0.81	-0.01	0.28	-0.14	0.24
YGL149W	0.23	-0.36	0.34	-0.06	0.34	0.14	-0.14	0.4	-0.3	-
YGL150C	0.28	-0.1	0.57	-0.09	0.08	-0.2	0.01	0.5	0.04	0.32
YGL151W	-0.14	-0.04	0.28	0.33	0.24	-0.22	-0.07	0.29	-0.29	-0.15
YGL152C	0.15	-0.18	-0.18	0.06	-0.4	-0.54	-0.01	0.06	-0.2	-0.12
YGL153W	-0.04	-0.36	-0.12	-0.03	-0.43	-0.43	-0.18	-0.58	-0.56	-0.18
YGL154C	-0.04	-0.49	-0.38	0.07	-0.23	-0.42	-0.1	0.18	-	0.06
YGL155W	-0.07	-0.94	-0.64	-0.07	-0.47	-0.32	-0.34	-0.74	-0.34	-0.2
YGL156W	-0.12	0.31	1.71	0.37	1.18	1.77	1.44	1.66	1.24	1.21
YGL157W	-0.2	-0.23	0.94	-	0.86	0.7	0.26	-0.09	-0.03	0.14
YGL158W	-0.34	1.31	-0.74	-0.56	-0.2	-1.06	-0.36	0.26	0.18	-0.01
YGL159W	0.24	0.03	0.37	1.16	-0.4	-0.04	0.06	-0.32	-0.01	-0.07
YGL160W	0.04	0.8	1.17	1.34	-	0.08	0.31	0.41	0.2	0.3
YGL161C	-0.42	-0.3	0.34	0.24	-0.14	0.31	-	-0.3	-0.15	-0.06
YGL162W	-0.69	-0.94	-1.06	-0.56	-1.15	-0.79	-0.29	0.1	-0.22	-0.29
YGL163C	-	-0.07	0.8	0.33	0.14	0.23	0.42	0.18	0.04	0.15
YGL164C	-0.25	0.56	0.04	0.01	-0.43	-0.09	-	-0.38	-0.3	-0.34
YGL165C	-0.07	-0.51	-0.27	0.42	-0.04	-0.64	-0.17	-0.42	-0.1	-0.12
YGL166W	-0.76	-0.43	1.42	-0.97	-1.03	-0.29	0.26	-0.2	0.06	0.06
YGL167C	-0.32	-0.21	-0.15	0.45	0.02	-0.31	0.03	-0.04	-0.13	-0.08
YGL168W	-0.03	0.26	0.25	-0.27	-0.17	-0.17	-0.12	-0.14	-0.1	0.03
YGL169W	-2.64	-1.79	-1.29	-0.43	-0.14	-0.36	-0.4	-0.47	-0.38	-0.36
YGL170C	-1.06	-1.25	-4.32	-0.86	-1.4	-0.92	-0.74	-0.23	0.01	-0.49
YGL171W	-2.25	-2.64	-2.56	-1.29	-0.81	-0.71	-0.36	-0.56	-0.6	-0.36
YGL172W	-0.34	-0.03	-0.1	-0.43	-0.84	-0.69	-0.47	-0.34	-0.4	-0.43
YGL173C	-0.58	0.02	-0.26	0.07	0.11	-0.23	-0.22	-0.67	-0.27	-0.08
YGL174W	-0.56	-0.43	-0.2	-0.56	-0.34	-0.1	-0.07	-0.43	0.01	-
YGL175C	-1.09	-0.32	-0.43	-1.36	-0.14	-0.67	-0.29	-0.3	-0.36	-0.1
YGL176C	-0.2	-0.14	0.08	-1.12	-0.18	-0.2	-0.45	-0.23	-0.43	-0.38
YGL177W	0.59	0.34	1.01	0.19	0.08	0.04	-0.47	-0.51	-0.25	-0.42
YGL178W	0.41	0.58	0.96	-0.03	0.21	0.52	-0.09	0.15	-0.15	-0.27
YGL179C	0.72	0.38	0.51	0.15	0.72	0.45	-0.06	-0.1	-0.15	-0.1
YGL180W	0.36	2.11	2.55	0.59	1.32	1.06	0.11	0.37	0.15	-0.03
YGL181W	0.58	0.08	1.06	0.23	0.33	0.11	0.08	-0.42	-0.4	-0.62
YGL182C	-0.04	1.52	0.33	-0.45	-0.03	-0.04	-0.03	-0.17	-0.29	-0.58
YGL183C	0.45	0.54	0.78	0.21	0.1	-0.43	0.04	-0.36	-0.27	-0.51
YGL184C	0.43	0.79	1.17	-	-0.01	0.33	-0.38	0.95	-0.04	-0.32
YGL185C	0.53	-	-0.1	-0.49	0.42	0.38	-0.22	-0.32	-0.15	-0.49
YGL186C	-0.27	-0.06	0.32	-0.49	0.31	0.21	-0.12	-0.04	-0.03	-0.42
YGL187C	-	-0.38	0.11	0.25	0.18	0.19	-	-	-	-
YGL188C	-0.6	-1.09	-0.1	-0.03	-0.03	-0.03	-0.56	-0.32	-0.1	-0.4
YGL189C	-0.23	-1.12	-0.84	-1.03	-0.27	-0.18	-0.49	-0.22	0.01	-0.32
YGL190C	0.4	0.03	0.06	0.28	-0.15	0.01	-0.3	-0.06	-0.17	-0.25
YGL191W	-0.12	-0.27	0.37	-0.17	0.34	0.33	-0.36	-0.12	-0.03	-0.23
YGL192W	0.14	0.08	-0.2	-0.4	-0.18	-0.1	-0.6	-0.4	-0.36	-0.38
YGL193C	0.28	-	0.07	0.12	0.12	0.04	-0.62	-0.56	-0.45	-0.64
YGL194C	0.19	-0.15	0.26	-0.6	-0.07	-0.17	-0.42	-0.34	-0.67	-0.47
YGL195W	0.02	-0.46	-0.34	-1.31	-0.37	-0.29	-0.43	-0.66	-0.3	-0.45
YGL196W	0.44	-	-0.23	-0.58	0.58	0.5	-0.07	-0.18	-0.18	-0.25
YGL197W	0.24	0.4	-	0.58	0.46	0.38	-0.47	-0.3	-0.15	-0.43
YGL198W	0.19	-0.3	-0.1	-0.25	-0.32	-0.56	-0.47	-0.25	-0.38	-0.89
YGL199C	-	1.4	-	-1.32	-	0.74	-	-	-	-0.69
YGL200C	-0.03	-0.22	-0.23	-0.84	-	0.04	0.19	-0.69	0.43	0.37
YGL201C	-0.04	-0.43	0.59	-0.15	0.18	0.24	-0.12	-0.36	0.01	-0.15
YGL202W	0.78	0.71	0.38	0.28	0.37	0.4	0.41	-0.4	0.46	0.21
YGL203C	-0.09	-0.18	-0.03	-0.25	0.11	0.1	0.12	-0.32	0.03	0.03
YGL204C	0.18	0.51	0.38	0.2	0.07	0.29	0.46	-0.27	0.45	0.46
YGL205W	-0.12	-0.47	0.03	-	-0.42	0.21	0.11	-0.2	0.38	0.54
YGL206C	0.27	0.33	0.76	-0.64	0.04	-0.02	0.07	-0.21	0.09	0.05
YGL207W	0.11	-0.1	0.38	0.12	0.43	0.19	0.1	-0.12	0.06	0.07
YGL208W	0.16	0.86	1.01	0.53	0.3	0.45	0.57	-0.36	0.34	0.48
YGL209W	-0.83	-2.17	-0.53	0.04	-0.14	0.23	0.14	-0.09	0.08	0.36
YGL210W	-0.6	-0.51	-0.69	-0.92	-0.43	0.31	0.18	-0.34	0.19	0.12
YGL211W	-0.6	-0.47	-0.64	-1	-0.64	-	-0.12	-0.36	0.01	0.08
YGL212W	0.15	-0.27	-0.42	-0.58	-0.58	-0.54	0.23	-0.51	-0.07	0.19
YGL213C	-0.1	-0.1	-0.07	-0.34	0.1	-0.1	-0.07	-0.42	-0.29	-0.09
YGL214W	-0.23	-0.2	-0.43	-0.18	-0.18	-0.36	-0.09	-0.16	-0.1	-0.04
YGL215W	0.27	0.28	0.17	0.49	0.29	0.03	-0.01	-0.09	-0.06	0.18
YGL216W	-0.51	0.2	-0.1	-0.36	0.08	-0.2	0.03	-0.32	-0.07	0.24
YGL217C	0.03	0.1	0.01	-0.1	0.15	-0.12	0.03	-0.27	-0.15	0.29
YGL218W	0.26	0.34	-0.45	0.28	0.84	0.16	0.25	-0.3	0.07	0.29
YGL219C	-0.01	-0.42	-	-1	0.92	0.19	-0.01	-0.2	-0.25	0.18
YGL220W	0.11	0.26	-1.56	-0.69	0.4	0.23	0.16	-0.29	0.16	0.25
YGL221C	0.14	-0.03	-	-0.94	0.41	0.4	0.03	-0.4	-0.1	0.08
YGL222C	0.26	0.66	-0.12	-0.38	-0.45	-0.79	-0.34	-0.79	-0.58	-0.09
YGL223C	-	3.12	-	1.05	-2.32	-	-	-	-	-
YGL224C	-0.04	0.42	0.07	-0.51	-0.03	-0.07	0.07	0.33	0.21	0.01
YGL225W	-0.62	-0.81	-1.09	-0.42	-0.71	-0.42	-0.12	-0.23	-0.12	-0.1
YGL226C-A	-0.22	-0.05	-0.07	0.33	-0.43	-0.51	-0.06	0.14	0.17	-0.09
YGL226W	-0.15	-0.17	0.32	-0.62	-0.16	0.42	0.55	0.32	0.46	0.36
YGL227W	0.37	0.96	0.76	0.77	0.28	0.15	0.07	0.49	-0.07	0.12
YGL228W	-0.25	-0.3	-0.12	-	-0.14	-0.1	0.16	0.18	0.18	0.04
YGL229C	1.24	1.59	1.55	-	0.68	0.39	0.2	0.81	0.2	0.57
YGL230C	-0.32	0.3	0.64	1.46	0.54	0.25	0.23	-0.27	0.53	0.24
YGL231C	0.15	0.36	0.29	0.32	-0.22	-0.03	0.03	0.39	0.03	-0.03
YGL232W	-0.22	0.28	-0.17	-	-0.42	-0.47	-0.1	0.01	-	0.04
YGL233W	-0.09	0.15	0.13	-0.07	-0.13	-0.26	-0.1	-0.09	-0.12	0.04
YGL234W	-0.76	-1.09	-1.69	-1.4	-0.6	-0.17	0.41	1.08	0.75	0.55
YGL235W	-1.22	-0.36	0.25	-1.03	-0.67	-0.22	0.2	0.83	0.32	0.42
YGL236C	-0.64	-0.3	-0.25	-0.17	-0.64	0.68	0.11	0.67	0.29	0.58
YGL237C	-0.18	-0.49	-0.07	-0.62	-0.18	-0.04	-0.18	0.14	-0.49	-0.03
YGL238W	0.38	-0.04	-0.12	0.26	-0.32	-0.38	-0.22	0.32	-0.27	0.08
YGL239C	-0.01	-0.25	-0.09	-	-0.3	-0.34	-0.18	0.07	-0.51	-0.1
YGL240W	-0.36	-0.38	-0.23	-	0.03	-	0.19	0.25	-	0.08
YGL241W	-	-0.06	-0.04	-0.58	0.12	-0.18	-0.1	0.06	-0.51	-0.17
YGL242C	0.08	0.06	0.29	-	0.29	0.38	0.2	0.39	0.2	0.15
YGL243W	-0.69	-0.25	-0.18	-0.23	0.26	-0.12	-0.12	0.14	-0.22	-0.09
YGL244W	-0.71	-0.45	-0.43	-	-0.45	-0.23	-0.03	0.18	-0.29	-0.06
YGL245W	-0.42	-0.38	-0.58	-0.25	0.03	-0.42	-0.54	-0.07	-0.67	-0.51
YGL246C	-0.45	-0.6	-0.6	2.38	-0.79	-0.34	-	-	-	-
YGL247W	2	-0.43	-1.03	-0.89	-0.04	-0.17	-	-	0.15	-0.84
YGL248W	-0.09	-0.43	0.36	0.08	0.63	0.3	0.4	0.51	0.16	0.23
YGL249W	-0.23	-0.36	0.04	0.89	-0.43	-0.2	0.3	-0.17	-0.17	-0.15
YGL250W	-0.81	-0.23	0.71	-0.15	-0.09	0.51	0.32	0.19	0.29	0.03
YGL251C	-0.34	-0.23	-0.29	0.46	-0.45	-0.54	-0.22	-0.49	-0.42	-0.14
YGL252C	0.29	0.42	0.15	-0.1	-0.14	-0.23	-0.07	0.08	-0.22	-0.06
YGL253W	-0.43	-0.64	-0.92	-0.14	-0.36	-0.23	-0.07	-0.43	-0.17	0.11
YGL254W	-0.74	-1.4	-0.07	0.15	0.1	0.15	0.1	-0.06	-	0.01
YGL255W	-0.74	-	-0.45	-0.17	-1.12	-1.06	-0.67	-1.06	-0.76	-0.89
YGL256W	-0.92	-1.12	-1.43	-0.81	-0.97	-0.67	-0.27	-0.43	-0.34	-0.4
YGL257C	0.06	-0.68	-0.07	-0.27	-0.64	-0.32	-0.24	-0.41	-0.27	-0.17
YGL258W	1.58	-0.25	-	-0.97	0.42	0.39	0.54	0.57	0.41	0.53
YGL259W	-0.32	-0.84	0.82	0.62	0.57	1.12	0.31	0.39	0.29	0.7
YGL260W	-0.45	-1.43	-	1.06	0.32	0.16	0.2	-0.1	-0.2	0.08
YGL261C	-0.34	-0.15	0.03	-0.23	0.03	-	0.14	-0.01	-0.15	0.14
YGL262W	-0.27	2.45	-	0.11	0.08	-0.94	0.26	0.07	0.3	0.58
YGL263W	-0.34	0.01	-0.32	0.07	-0.03	-0.27	0.24	-0.06	0.25	0.68
YGR001C	0.01	0.04	0.12	-0.32	-0.12	-0.03	-0.12	-0.15	-0.07	-0.2
YGR002C	-0.94	-0.92	-0.74	-0.79	-0.29	-0.69	-0.23	0.57	-0.49	-0.14
YGR003W	-0.27	-0.36	-0.3	-0.49	-0.56	-0.07	0.07	-0.18	-0.27	-0.36
YGR004W	-0.67	-1.36	-0.64	-0.07	-0.25	-0.47	-0.12	-0.22	-0.3	-0.03
YGR005C	-0.1	-0.06	0.21	-0.84	-0.18	0.03	-0.1	-0.23	-0.42	-0.2
YGR006W	-0.6	-0.58	0.1	-1.06	0.32	-0.42	-0.18	-0.27	-0.22	-0.06
YGR007W	-0.4	0.3	-0.23	-0.18	0.19	0.06	-0.06	-0.18	-0.36	-0.07
YGR008C	-	3.09	2.5	2.26	2.27	1.54	-	-	-	-
YGR009C	-	0.73	0.86	-	0.16	0.31	-0.09	-0.04	-0.12	-0.54
YGR010W	0.96	0.7	0.93	0.03	0.92	0.43	-0.09	-0.27	-0.25	-0.49
YGR011W	0.28	1.06	1.99	1.18	0.78	0.53	-0.04	-	-0.15	-0.34
YGR012W	0.07	-0.47	-0.1	-0.71	0.1	0.11	-0.6	-0.56	-0.58	-0.67
YGR013W	0.16	1.19	1.28	1.23	0.38	0.14	-0.12	-0.03	-0.27	-0.42
YGR014W	-	-0.67	-0.4	-0.67	-0.79	-0.25	-	-	-	-
YGR015C	-0.64	1.29	0.92	0.3	0.11	0.03	-0.27	-0.04	-0.18	-0.45
YGR016W	1.07	0.69	0.72	0.43	0.21	0.26	-0.34	-0.27	-0.1	-0.43
YGR017W	0.55	0.59	1.05	0.07	0.28	0.42	-0.07	-0.08	-0.09	-0.14
YGR018C	-	0.18	0.14	-0.4	-	0.65	-	-	-	-
YGR019W	0.51	0.86	-	1.01	1.16	1.67	-	-	-	-
YGR020C	-	1.74	-0.64	-0.15	-	-	-	-	-	-
YGR021W	0.33	-0.07	-0.67	-	-0.25	-0.22	0.07	0.03	0.26	0.1
YGR022C	0.3	-	0.26	-0.18	0.87	0.65	-0.42	-0.3	0.04	-0.49
YGR023W	0.63	0.53	0.58	-0.4	0.76	0.55	0.07	-0.04	-0.03	-0.27
YGR024C	0.39	-0.17	0.36	0.4	0.38	0.16	-0.43	-0.54	-0.38	-0.71
YGR025W	0.55	0.08	0.48	0.15	0.21	0.28	-0.17	-0.36	-0.14	-0.51
YGR026W	-	-	-	1.07	-	-	-	-	-	-
YGR027C	-	-1.18	-0.97	-0.92	-0.47	-0.3	-	-	-	-
YGR028W	-	0.57	0.78	-0.12	1.32	0.93	-	-	-	-
YGR029W	-	-0.17	-0.45	-0.42	0.16	0.84	-	-	-	-
YGR030C	-0.79	-	-2.74	0.14	-	-	-	-	-	-
YGR031W	-	-	-	-1.32	-	-	-	-	-	-2.18
YGR032W	0.03	0.29	-0.17	-0.94	0.34	0.23	0.14	-0.2	0.19	0.52
YGR033C	-0.38	0.23	0.01	0.14	-0.12	0.07	0.16	-0.34	0.25	0.39
YGR034W	-0.71	-0.94	-1.4	-0.67	-0.89	-0.69	-0.36	-0.47	-0.07	-0.06
YGR035C	-0.04	-0.47	-1.43	0.24	-0.89	-0.56	0.54	-0.4	0.52	0.29
YGR036C	-0.03	-0.71	-0.81	0.2	0.28	0.37	0.7	0.08	0.39	0.39
YGR037C	0.24	0.3	0.57	0.78	0.81	1.06	0.96	0.25	0.69	0.62
YGR038W	-	0.04	0.78	0.24	-	0.16	0.26	2.15	-	-
YGR039W	0.21	0.91	-0.89	0.21	0.04	0.9	0.57	0.06	0.5	0.62
YGR040W	1.7	1.08	1.05	0.7	-	0.7	0.6	0.32	0.38	0.68
YGR041W	0.06	0.5	-0.38	-0.25	-0.42	-0.1	-0.29	-0.58	0.24	0.23
YGR042W	-1	0.44	0.63	0.1	0.86	0.84	-	-	-	-
YGR043C	1.17	1.25	1.56	1.89	3.23	2.76	-	-4.64	1.58	-
YGR044C	-2.47	-	-2.56	0.03	-	-	-	-	-	-
YGR045C	0.26	1.32	-1.69	-0.25	-0.01	0.03	0.49	-0.25	0.18	0.3
YGR046W	0.16	0.21	-	0.7	0.32	0.04	0.06	-0.29	-0.14	0.06
YGR047C	-0.27	0.43	0.29	-0.47	-0.15	0.03	0.25	-0.32	-0.01	0.36
YGR048W	0.72	1.21	1.36	0.82	1.16	0.33	-0.14	-0.36	-0.34	-0.03
YGR049W	-0.92	-0.74	-1.29	-1.15	0.01	0.06	0.25	-0.4	-0.27	-0.17
YGR050C	-0.32	-0.38	0.03	-0.49	-0.04	-0.23	-0.18	-0.6	-0.49	-0.18
YGR051C	0.24	-0.49	0.84	-0.62	0.55	0.97	0.25	-0.4	0.58	0.08
YGR052W	0.34	1.49	0.7	-0.09	1.43	0.49	0.31	-0.27	-0.51	0.91
YGR053C	0.96	2.48	2	0.8	1.19	1.46	1.03	0.33	0.7	1.12
YGR054W	-0.58	-0.62	-0.47	-0.94	-0.34	-0.49	-0.36	-0.23	-0.1	-0.07
YGR055W	-	1.64	-	-0.2	-	-0.27	-	-	-	-
YGR056W	-	-	-	-0.62	-	-	-	-	-	-
YGR057C	-0.3	-0.12	-0.18	1.32	-0.2	0.14	0.21	0.28	0.26	0.26
YGR058W	-0.18	-0.29	-0.06	-0.04	0.2	-0.17	0.11	0.3	-0.23	0.07
YGR059W	-1.25	-0.38	0.07	-0.12	0.1	0.31	-0.09	0.1	0.54	0.93
YGR060W	-0.28	0.07	-0.11	-0.05	-0.17	0.07	0.12	0.21	0.1	0.19
YGR061C	-0.17	-1.02	-0.7	-0.8	-0.59	-0.23	0.09	0.52	0.19	0.18
YGR062C	-0.6	-0.13	0.12	-0.06	0.08	-0.11	0.36	-0.01	-0.12	0.39
YGR063C	-0.67	0.48	-0.94	-0.74	-0.71	0.01	0.06	0.12	-0.01	0.03
YGR064W	-0.03	-0.22	-0.81	-0.4	-0.36	-0.01	-0.09	0.11	-0.06	-0.15
YGR065C	0.98	-1.12	0.3	0.39	-0.1	-0.17	0.11	0.32	0.07	0.04
YGR066C	-	0.44	1.12	-0.06	0.23	0.21	-	-	-	0.38
YGR067C	-	-	-	0.18	-0.43	-	-	-	-	-
YGR068C	-	-	-	-0.34	-	-	-	-	-	-
YGR069W	-0.38	0.14	0.5	0.08	-0.3	2.37	0.23	0.16	0.43	0.08
YGR070W	0.17	0.54	0.4	-1.32	0.48	0.23	0.62	0.39	-0.15	0.31
YGR071C	0.08	-0.08	-0.12	-0.22	-0.48	-0.57	-0.2	0.15	-0.22	-0.08
YGR072W	-0.47	-0.69	-0.29	0.16	-0.18	-0.42	-0.51	-0.22	-0.42	-0.32
YGR073C	-0.66	0.12	-0.38	-0.38	-0.44	-0.28	-0.31	-0.26	-0.07	-0.14
YGR074W	-	-0.74	-0.18	-0.38	-0.06	-0.27	-	-	-0.27	-
YGR075C	-	-0.62	-0.42	-0.6	-0.51	-0.12	-	-	-	-0.54
YGR076C	0.59	0.7	1.08	1.89	0.51	0.38	0.16	0.21	-0.74	0.23
YGR077C	-	0.63	0.08	-0.14	0.07	0.16	-	-	-	-
YGR078C	-0.17	-0.36	-0.69	-0.56	-0.71	-0.92	-	-	-0.3	-
YGR079W	-	0.41	-1.29	-0.79	-	-	-	-	-	-
YGR080W	-	-	-1.43	0.12	1.89	1.58	-	-	-	-
YGR081C	-0.97	-1.79	-1.15	-0.23	-0.67	-0.47	-0.3	-0.1	-0.18	-0.22
