ORF	diamide 5m	diamide 10m	diamide 20m	diamide 30m	diamide 40m	diamide 50m	diamide 60m	diamide 90m
YBR111C	0.37	0.96	1.26	1.36	1.32	1.32	1.22	0.58
YBR112C	-0.17	-0.04	-	-0.23	0.11	-0.25	-0.38	-0.2
YBR113W	-	-	-0.2	-0.23	-0.06	-0.42	-0.42	-0.36
YBR114W	-	0.16	0.24	0.37	-0.03	0.18	0.58	-0.07
YBR115C	-0.58	-1.15	-1.18	-1.03	-0.76	-0.89	-0.58	-0.42
YBR116C	0.1	0.15	0.25	0.96	0.28	0.21	0.26	-0.23
YBR117C	-0.15	-0.06	-	0.7	0.89	0.39	-	-0.2
YBR118W	0.49	0.52	0.01	-0.3	-0.32	-0.17	0.21	0.24
YBR119W	-0.1	0.14	-	0.03	-0.1	0.21	-0.12	0.26
YBR120C	0.18	0.8	0.91	0.77	-0.12	0.23	-0.1	-0.27
YBR121C	-0.09	-0.2	-0.81	-1.03	-0.74	-0.71	-0.49	-0.17
YBR122C	0.23	0.82	0.83	0.57	0.38	0.36	0.1	-0.14
YBR123C	-0.23	0.02	-	0.03	0.05	-0.06	-0.27	-
YBR124W	-	-	-0.2	-0.18	-0.43	-0.51	-0.54	-0.56
YBR125C	0.06	0.14	-	0.01	0.21	0.07	0.07	-0.03
YBR126C	1.43	2.32	2.87	2.84	2.44	1.65	1.35	-
YBR127C	0.28	0.23	0.1	0.03	0.36	0.12	0.37	0.1
YBR128C	0.18	0.22	0.08	0.11	-0.38	-	-0.03	0.07
YBR129C	0.2	0.61	0.58	0.5	0.57	0.45	0.37	0.24
YBR130C	0.01	0.3	0.18	0.07	0.03	-0.11	-0.4	-0.94
YBR131W	-0.58	-0.81	-0.6	-0.51	-0.18	-0.27	-0.3	-0.03
YBR132C	0.55	1.21	1.36	1.31	0.95	0.89	0.33	-1.25
YBR133C	-0.17	-0.38	-0.32	-0.29	-0.04	-0.25	-0.58	0.01
YBR134W	-0.2	-0.15	-0.06	-0.25	-0.25	-0.43	-0.56	-0.76
YBR135W	-0.23	-0.32	-0.36	-0.42	-0.03	-0.15	0.07	0.14
YBR136W	0.48	0.51	0.62	0.6	0.72	0.58	-0.19	-0.05
YBR137W	0.28	1.03	1.22	1.45	1.61	1.4	1.21	0.84
YBR138C	-0.1	0.18	0.03	0.44	0.31	-0.01	-0.84	0.12
YBR139W	0.71	1.38	1.66	1.71	1.61	1.21	0.59	0.31
YBR140C	0.25	0.42	0.31	0.21	0.28	0.14	0.06	-0.11
YBR141C	-0.86	-0.74	-1.06	-0.54	-0.42	-0.22	0.06	0.01
YBR142W	-0.74	-1.36	-1.51	-1.6	-1.25	-1.09	-0.74	-0.43
YBR143C	-0.1	-0.38	-1	-1.18	-0.86	-0.81	-0.25	-0.27
YBR144C	-0.04	-0.2	-0.2	-0.15	-0.69	-0.69	-0.54	-0.76
YBR145W	0.26	0.18	-0.32	-	0.14	0.2	0.66	-0.01
YBR146W	0.1	0.57	0.69	0.72	0.56	0.21	0.11	-0.36
YBR147W	0.21	1.32	0.53	1.59	1.68	1.12	0.53	0.37
YBR148W	-0.49	-0.12	-0.18	0.19	-0.1	-0.18	-0.14	-0.06
YBR149W	0.7	1.56	2.04	2.4	2.41	1.96	1.75	0.81
YBR150C	-0.2	0.24	0.28	0.3	0.19	-0.17	-0.25	-0.22
YBR151W	0.24	0.68	0.75	0.87	0.81	0.53	0.56	0.23
YBR152W	-0.86	-0.76	-0.69	-0.47	-0.54	-0.6	-0.25	-0.4
YBR153W	-0.23	-0.17	-0.42	-0.42	-0.18	-0.04	0.28	-0.03
YBR154C	-0.25	-0.4	-1.06	-0.94	-0.89	-0.58	-0.32	-0.32
YBR155W	-1.09	-1.47	-1.47	-1.4	-1.03	-0.56	-0.25	-0.09
YBR156C	0.08	-0.34	-0.52	-0.64	-0.33	-0.27	-0.43	-0.18
YBR157C	0.07	0.38	0.14	0.32	0.45	0.25	0.01	0.28
YBR158W	-0.34	-0.58	-0.67	-0.3	-0.06	-0.2	0.12	-0.27
YBR159W	0.06	0.18	-0.04	-0.09	0.03	0.01	0.12	0.06
YBR160W	0.16	0.36	0.5	0.24	0.48	0.44	0.33	0.29
YBR161W	0.21	0.03	0.23	-0.04	-	-0.06	-0.06	-0.01
YBR162C	0.1	-0.29	-0.51	-0.43	-0.22	-	0.24	0.37
YBR162W-A	0.42	0.56	0.26	-0.04	0.24	0.72	1.03	0.64
YBR163W	-0.12	-0.38	-0.54	-0.54	-0.29	-0.32	-0.04	-
YBR164C	0.07	0.5	0.33	-0.04	-0.03	0.19	0.16	-0.03
YBR165W	-	-	-	-	-	-	-	-
YBR166C	-0.11	-0.07	-0.14	-0.22	0.07	0.15	0.58	0.14
YBR167C	-	-	-	-	-	-	-	-
YBR168W	0.01	0.45	0.7	0.55	0.9	0.56	0.49	0.33
YBR169C	0.52	1.41	2.43	2.29	2.46	1.77	2.38	1.63
YBR170C	0.11	0.91	1.44	1.25	1.52	1.28	1.18	0.66
YBR171W	0.26	0.39	0.53	0.37	0.6	0.59	0.89	0.49
YBR172C	-0.84	-0.79	-1.09	-0.86	-0.56	-0.47	-0.43	-0.36
YBR173C	0.66	1.18	1.59	1.23	1.47	1.4	1.55	0.68
YBR174C	-0.12	0.14	0.2	0.23	0.18	0.21	0.19	0.04
YBR175W	0.2	0.52	0.63	0.51	0.6	0.53	0.66	0.14
YBR176W	0.15	0.41	0.31	0.16	0.43	0.5	0.41	0.52
YBR177C	0.58	0.78	0.77	0.58	0.64	0.27	0.02	0.16
YBR178W	0.08	0.29	0.23	0.23	0.06	0.01	-0.29	-0.54
YBR179C	0.15	0.21	0.57	0.29	0.66	0.38	0.12	0.3
YBR180W	-0.36	-	-0.27	-0.06	-	0.28	0.14	-1.25
YBR181C	0.41	0.6	-0.1	-1.03	-1.09	-0.79	-0.49	-0.3
YBR182C	-0.2	-0.4	-0.01	0.38	0.86	1.04	2.28	0.34
YBR183W	1.16	1.82	1.9	2.08	0.93	0.86	1.26	0.12
YBR184W	-0.12	-0.15	-0.18	0.03	-0.38	-0.12	-0.54	-0.1
YBR185C	0.31	0.86	0.98	0.94	0.58	0.39	0.32	0.19
YBR186W	-0.49	-0.71	-0.6	-0.38	-0.54	-0.58	-0.45	-0.45
YBR187W	0.08	-0.32	-0.92	-1.12	-0.86	-0.67	-0.56	-0.34
YBR188C	-0.06	0.03	-0.2	-0.25	-0.06	-0.09	-0.01	-0.06
YBR189W	0.41	0.19	-0.56	-1.09	-1.09	-1	-0.74	-0.49
YBR190W	0.19	0.04	-0.18	-0.54	-0.79	-0.89	-0.45	-0.6
YBR191W	0.6	0.4	-0.34	-1.06	-1.12	-0.92	-0.51	-0.4
YBR192W	-0.2	-0.01	0.11	0.06	0.19	0.1	-0.06	-0.04
YBR193C	0.25	0.19	0.25	0.25	0.12	0.15	0.31	0.2
YBR194W	-0.04	0.32	0.42	0.53	0.45	0.46	0.46	0.3
YBR195C	0.01	-0.22	-0.25	-0.09	-0.15	-0.01	0.25	0.23
YBR196C	0.12	-0.01	-0.54	-0.34	-0.01	-0.04	0.61	0.06
YBR197C	-	-0.25	-0.3	-0.18	-0.29	-0.15	0.19	0.11
YBR198C	-0.49	-0.51	-0.56	-0.43	0.03	-0.3	-0.29	-0.01
YBR199W	0.38	0.63	0.73	0.52	0.28	0.24	-0.04	0.08
YBR200W	-0.36	-0.15	-0.14	-0.15	0.21	-0.01	-0.01	0.07
YBR201W	-	-	-	-	-	-1.15	-	-
YBR202W	-0.43	-0.86	-0.84	-0.92	-0.36	-1.18	-0.94	-0.89
YBR203W	1.23	1.18	1.55	1.1	0.99	0.18	0.49	0.15
YBR204C	0.3	0.96	1.17	1.06	1.2	0.44	0.74	0.36
YBR205W	0.25	0.19	0.1	0.04	0.15	-0.01	0.33	0.1
YBR206W	0.04	0.18	-0.04	-0.14	0.18	-0.03	0.08	0.15
YBR207W	0.26	0.33	0.19	0.18	0.32	0.18	0.29	0.32
YBR208C	-0.18	-0.47	0.01	-0.25	-0.29	-0.36	-0.37	-0.6
YBR209W	0.16	0.32	0.2	0.1	-0.1	-0.07	-0.09	-0.06
YBR210W	0.06	0.29	-0.07	-0.06	0.06	0.08	0.06	-0.14
YBR211C	0.11	0.23	0.18	-0.06	-0.3	-0.23	-0.07	0.04
YBR212W	0.28	0.36	0.65	0.7	0.77	0.28	0.33	0.18
YBR213W	-0.23	-0.29	-0.4	-0.12	-0.86	-0.49	-0.42	-0.47
YBR214W	0.88	1.36	1.52	1.39	1.01	0.9	0.73	0.36
YBR215W	-0.34	-0.38	-0.22	-0.38	-0.43	-0.22	-0.38	-0.01
YBR216C	-0.01	-0.06	0.07	-0.04	0.33	0.03	-0.22	0.06
YBR217W	-0.12	-0.03	-0.12	-0.27	-0.58	-0.3	-0.22	-0.15
YBR218C	-	-0.36	-0.12	-0.05	0.11	-0.07	-0.3	-0.29
YBR219C	-0.09	-0.29	-0.43	-0.47	-0.36	-0.06	-0.06	0.07
YBR220C	-	-0.36	-0.81	-0.58	-0.17	-0.03	-0.04	-
YBR221C	0.38	0.49	0.44	0.61	0.77	0.64	0.59	0.42
YBR222C	-	0.49	0.77	1.28	-	0.26	0.82	1.34
YBR223C	-	-	-	-0.12	-0.42	-	-	-1.79
YBR224W	-0.04	-0.25	-0.45	-0.42	0.11	0.11	-0.06	-
YBR225W	0.16	0.12	0.21	0.2	0.29	-0.25	0.03	0.08
YBR226C	0.58	-0.06	-0.01	0.34	-0.58	-0.38	-0.76	-0.71
YBR227C	-0.1	0.01	0.04	-0.11	-0.25	-0.01	-0.21	0.02
YBR228W	0.04	0.2	-0.07	0.01	0.14	0.12	-0.2	0.04
YBR229C	0.04	-0.2	-0.01	0.34	0.49	0.11	-0.1	0.06
YBR230C	-	2.52	2.79	3.05	2.77	2.06	0.9	0.49
YBR231C	0.28	0.57	0.46	0.77	0.91	0.68	0.75	0.63
YBR232C	-0.14	-0.06	0.18	0.16	0.56	0.43	0.59	0.52
YBR233W	0.24	0.18	0.44	0.45	0.77	0.48	0.77	0.77
YBR234C	0.31	0.62	0.56	0.58	0.56	0.49	0.36	-0.07
YBR235W	0.1	-0.23	-0.03	0.1	0.16	0.03	0.01	0.26
YBR236C	-	0.03	-0.07	-0.09	0.1	0.01	-0.15	0.06
YBR237W	-0.17	-0.43	-0.1	-0.32	-0.22	-0.23	-0.56	-0.09
YBR238C	-1.03	-2.18	-2.64	-2.64	-2.32	-1.51	0.19	-1.03
YBR239C	0.12	-0.45	-0.32	-0.45	-0.2	-0.43	-0.25	-0.14
YBR240C	-0.4	0.11	0.19	0.51	0.56	0.32	0.66	0.28
YBR241C	0.6	0.77	1.14	1.85	1.7	1.45	1.3	0.73
YBR242W	-0.25	-0.45	-1	-0.79	-0.69	-0.42	-0.32	0.01
YBR243C	0.37	0.19	-0.01	0.12	0.3	0.43	0.29	0.53
YBR244W	1.73	2.44	2.16	1.75	1.67	1.53	1.38	0.69
YBR245C	-0.1	-0.26	0.11	-0.09	-0.02	-0.13	-0.44	-0.12
YBR246W	-0.09	-0.34	-0.49	-0.47	-0.25	-0.2	0.07	-0.17
YBR247C	-0.92	-1.94	-2.25	-2.18	-1.64	-1.22	-0.89	-0.43
YBR248C	-0.25	-0.67	-1.03	-1.09	-0.76	-0.62	-0.71	-0.17
YBR249C	0.18	-	-0.89	-1.51	-1.51	-1.06	-0.62	-0.42
YBR250W	-0.71	-0.64	-0.51	-0.07	0.21	0.03	0.1	0.48
YBR251W	0.11	0.71	0.62	0.64	0.45	0.29	-0.03	-0.12
YBR252W	0.16	-0.07	-0.58	-0.69	-0.6	-0.18	0.07	0.19
YBR253W	0.26	0.52	0.15	0.26	0.23	0.23	0.21	0.2
YBR254C	0.1	0.28	-0.23	-0.15	-0.01	0.08	0.12	0.15
YBR255W	-0.17	0.14	0.29	0.12	0.38	0.06	0.04	0.1
YBR256C	0.46	1.26	1.36	1.18	1.14	1.01	0.76	0.46
YBR257W	-0.29	-0.17	-0.22	-0.22	-0.14	-0.15	-0.03	-0.06
YBR258C	-0.14	0.15	0.04	-0.12	0.03	0.12	0.11	-0.22
YBR259W	-0.14	-0.12	-0.06	-0.12	0.16	0.04	0.24	0.5
YBR260C	-0.07	0.12	0.44	0.32	0.71	0.5	0.51	0.03
YBR261C	0.18	0.29	0.15	0.31	0.29	0.46	0.75	0.38
YBR262C	0.11	0.67	0.61	0.69	0.44	0.39	0.49	0.06
YBR263W	0.08	-0.1	-0.3	-0.49	-0.34	-0.38	0.12	0.04
YBR264C	0.04	0.32	0.21	0.08	0.07	0.32	0.24	0.18
YBR265W	0.25	0.08	-0.04	-	0.23	0.04	0.25	0.15
YBR266C	-1.47	-1.89	-2.4	-1.79	-1.56	-0.86	-0.3	-0.4
YBR267W	-1.15	-1.6	-2.06	-1.47	-1.29	-0.71	-0.03	-0.18
YBR268W	0.3	0.82	1.01	0.88	0.8	0.91	0.52	-0.04
YBR269C	0.76	1.27	1.61	1.3	1.43	0.99	1.13	0.67
YBR270C	-0.03	-0.27	-0.22	-0.03	0.03	0.16	0.26	-0.04
YBR271W	-0.6	-1	-1.32	-0.81	-1.18	-0.74	-0.45	-0.07
YBR272C	0.38	0.33	0.41	0.23	0.34	0.46	0.37	0.26
YBR273C	0.2	0.73	1.06	0.8	0.83	0.68	0.72	0.44
YBR274W	-0.14	-0.17	0.07	0.06	0.29	0.23	0.29	0.23
YBR275C	-0.17	-0.51	-0.09	-0.21	-0.36	-0.28	-0.12	-0.13
YBR276C	-0.18	-0.58	-0.51	-0.6	-0.17	-0.07	-	0.08
YBR277C	-	0.28	0.16	0.16	0.06	0.23	0.07	-0.12
YBR278W	0.01	0.34	0.24	0.04	0.12	0.5	0.16	0.23
YBR279W	-0.15	-0.15	0.19	0.08	0.07	-0.06	-0.12	0.15
YBR280C	0.45	0.75	1.17	1.41	1.08	0.71	0.16	0.08
YBR281C	0.11	-0.14	0.07	-0.07	-0.14	-0.09	-0.09	-0.09
YBR282W	0.07	0.82	0.92	0.86	0.58	0.55	0.15	-0.23
YBR283C	0.16	-0.07	-0.07	0.04	0.18	-0.03	0.04	-0.17
YBR284W	-	0.69	0.94	1.49	1.28	0.77	0.96	0.33
YBR285W	0.28	0.74	1.66	2.94	1.2	1.79	1.37	0.6
YBR286W	0.27	0.58	0.85	1.32	1.48	1.32	1.34	0.63
YBR287W	0.54	0.89	0.96	1.08	0.76	0.64	1.29	0.34
YBR288C	-0.07	0.1	-0.01	-0.12	-	-0.4	-0.09	-0.1
YBR289W	-0.08	-0.12	0.04	-0.09	0.08	-0.1	-0.14	-0.01
YBR290W	-0.17	0.19	0.23	0.16	0.28	-0.27	0.11	-
YBR291C	-0.1	-0.36	-0.81	-0.71	-0.64	-0.79	-0.64	-0.49
YBR292C	-0.47	-0.29	-0.58	-0.25	-0.07	0.2	0.08	0.07
YBR293W	-0.18	-0.18	-0.23	0.08	0.04	0.15	0.75	0.42
YBR294W	-0.4	-0.58	-0.58	-0.22	-	-0.23	-0.2	-0.15
YBR295W	-0.18	-0.51	-0.34	-0.01	-0.1	-0.06	0.3	-
YBR296C	-0.18	-1.22	-1.43	-0.94	-0.54	-0.47	-0.07	-1.4
YBR297W	0.56	1.29	1.5	1.06	0.33	0.08	-0.18	-0.1
YBR298C	0.89	0.93	0.98	0.49	-	-0.56	-0.64	-0.34
YBR299W	0.39	0.57	0.62	0.6	-0.11	0.01	-0.25	-0.05
YBR300C	-0.51	-0.56	-0.81	-0.51	-0.71	-0.67	-0.3	-
YBR301W	-0.01	-0.07	-	0.06	0.16	0.04	0.48	0.34
YBR302C	0.06	0.49	0.44	0.37	0.46	0.42	0.5	0.37
YCL001W	0.19	1.18	0.35	-0.12	-0.12	-0.27	-0.58	0.41
YCL002C	-0.2	-0.12	-0.4	-0.51	-0.49	-0.4	-0.18	-0.2
YCL004W	-0.4	-0.34	-0.27	-	-0.04	-0.18	-0.12	-0.07
YCL005W	0.07	-0.04	-0.2	-0.22	-0.3	-0.12	0.04	-0.04
YCL006C	-0.2	-0.23	-0.36	-0.25	-0.38	-0.43	-0.34	-0.47
YCL007C	0.32	0.37	0.1	-0.07	-0.15	-0.04	0.16	-0.12
YCL008C	0.1	0.04	0.14	0.2	0.26	-0.12	0.15	-0.2
YCL009C	0.33	0.16	-0.23	-0.51	-0.54	-0.38	-0.32	-0.23
YCL010C	-	0.07	0.14	0.18	0.23	0.03	-0.14	-0.04
YCL011C	0.37	0.57	0.28	-0.04	-0.17	-0.18	-0.23	0.21
YCL012W	-0.45	-0.36	-0.47	-0.92	-0.29	-0.45	-0.43	-
YCL014W	-0.3	-0.89	-0.97	-0.94	-0.54	-0.64	-1.15	-
YCL016C	0.1	0.41	0.11	0.19	0.25	0.23	0.12	0.52
YCL017C	-0.06	0.1	-	-	0.32	0.23	0.04	0.29
YCL018W	0.26	0.44	0.5	1.05	1.37	1.41	1.74	1.01
YCL019W	-0.6	-0.3	-0.42	-0.3	0.51	0.5	0.88	1.02
YCL020W	-0.25	-0.3	-0.3	-0.07	0.53	0.59	1.19	1.14
YCL022C	-0.36	-0.09	-0.23	-0.27	-0.12	-0.29	-0.84	-0.49
YCL023C	-0.6	-0.34	-0.49	-0.43	-0.36	-0.54	-0.69	-0.64
YCL024W	-0.3	-0.1	-0.36	-0.32	-0.2	-0.2	-1.09	-0.4
YCL025C	0.24	0.45	0.54	0.52	0.5	0.21	0.12	0.21
YCL027W	-0.08	-0.01	0.21	0.23	0.09	0.21	-0.15	0.33
YCL028W	0.43	0.25	0.18	0.01	0.19	0.06	0.16	0.2
YCL029C	-0.5	-0.72	-0.68	-0.62	-0.53	-0.33	-0.29	-0.25
YCL030C	-0.04	-1.18	-1.69	-1.89	-1.6	-1.79	-1.6	-1.18
YCL031C	-0.23	-0.35	-0.61	-0.76	-0.73	-0.5	-0.43	-0.42
YCL032W	0.37	0.23	0.31	0.15	0.04	0.06	-0.06	0.01
YCL033C	0.25	0.9	0.93	0.96	0.86	0.92	0.67	0.69
YCL034W	0.54	0.97	1.02	1.02	0.75	0.57	0.14	0.5
YCL035C	0.45	1.01	1.49	1.66	1.41	1.48	1.05	0.71
YCL036W	-0.29	-1.47	-1.25	-0.97	-1.22	-0.76	-0.62	-0.23
YCL037C	-0.74	-1.79	-2.25	-2.18	-1.47	-1.18	-0.89	-0.76
YCL038C	0.2	0.46	0.31	1	0.95	0.77	1.13	0.83
YCL039W	0.09	0.23	0.23	0.28	0.1	-0.06	-0.04	-0.23
YCL040W	2.27	3.36	3.87	4.18	3.65	3.05	2.58	1.5
YCL041C	0.14	0.39	0.45	0.98	1.01	0.97	1.14	0.82
YCL042W	1.88	2.58	3.14	2.82	3.13	2.52	2.12	1.23
YCL043C	0.38	0.7	0.95	1.68	1.96	2.01	2.21	1.76
YCL044C	0.2	0.42	0.87	1.23	1.42	1.18	1.34	1.18
YCL045C	0.06	-0.21	-0.34	-0.29	-0.21	-0.24	-0.78	-0.21
YCL046W	-0.07	-0.62	-0.4	-0.18	-0.3	-0.4	-0.47	-0.29
YCL047C	0.1	0.14	-0.09	-0.15	0.08	0.29	0.34	0.66
YCL048W	-0.02	0.34	-0.1	0.07	-0.39	-0.32	-0.1	-0.25
YCL049C	0.04	0.42	0.5	0.77	1.09	1.05	1.55	0.84
YCL050C	0.65	0.72	0.88	0.4	0.53	0.3	0.86	0.44
YCL051W	0.1	0.42	0.59	0.4	0.33	0.07	0.1	-0.06
YCL052C	0.42	0.58	0.93	0.73	0.68	0.23	0.44	0.3
YCL054W	-1.43	-1.89	-2.47	-1.89	-1.64	-1.29	-0.86	-0.43
YCL055W	-0.14	0.38	0.6	0.61	0.77	0.85	0.71	0.6
YCL056C	0.23	0.62	0.9	0.86	1.01	0.82	0.74	0.33
YCL057W	0.28	0.71	1.14	1.3	1.51	1.11	1.15	0.6
YCL058C	-0.04	0.19	-0.23	0.07	-0.2	0.06	0.21	0.24
YCL059C	-0.76	-1.06	-2.56	-2.84	-2.4	-1.4	-0.69	-0.22
YCL061C	-0.56	-0.49	-0.69	-0.49	-0.47	-0.5	-0.48	-0.47
YCL063W	-0.4	-0.86	-0.84	-0.94	-0.64	-0.79	-0.86	-0.58
YCL064C	0.3	0.71	1.21	1.09	1.1	0.82	0.56	0.14
YCL065W	-0.18	0.01	-0.2	-0.22	-0.04	0.01	-0.23	-0.27
YCL066W	0.15	0.14	0.01	-0.15	-0.18	-0.38	-0.15	-0.36
YCL067C	-0.18	-	0.16	0.24	0.39	0.53	0.57	-0.1
YCL068C	0.07	0.04	0.26	0.04	0.41	0.08	-0.06	-0.27
YCL069W	-0.47	-0.6	-0.6	-0.45	-0.12	0.23	0.19	-0.15
YCL073C	0.01	0.3	0.38	0.24	0.21	0.23	-	-0.14
YCL074W	-	-0.76	-0.34	0.01	-0.84	-0.29	-	-0.89
YCL075W	-0.03	-0.06	-0.03	0.12	-0.62	-0.58	-0.47	-0.69
YCL076W	-	-0.45	-0.25	0.14	-0.71	-0.51	-	-0.56
YCR001W	-0.01	-0.42	0.08	-	-0.11	-0.1	0.41	0.26
YCR002C	0.12	0.36	0.25	-	0.29	0.11	0.34	0.31
YCR003W	0.23	0.71	0.95	0.65	0.49	0.41	0.15	-0.15
YCR004C	0.59	1.35	1.79	1.85	2.23	1.82	1.72	0.99
YCR005C	0.46	0.71	1.79	1.78	1.76	1.46	2.5	0.38
YCR006C	-0.36	-0.38	-0.23	-0.69	-0.15	-0.18	-0.07	-
YCR007C	0.04	-0.54	0.45	0.51	0.28	0.52	1.03	0.19
YCR008W	-0.23	-0.22	-0.04	-0.12	0.18	-0.1	0.15	0.06
YCR009C	0.18	0.39	0.56	0.31	0.08	0.11	0.37	0.1
YCR010C	-0.32	-0.29	0.37	0.45	0.14	-0.18	-0.09	-0.09
YCR011C	0.2	0.16	0.92	1.08	1.09	0.78	0.52	0.61
YCR012W	0.49	0.81	0.89	1.04	1.28	1.17	1.4	0.64
YCR013C	0.7	1.04	1.06	1.18	1.16	1.18	1.51	0.69
YCR014C	-0.54	-0.54	-0.4	-0.36	-0.4	-0.45	-0.45	-0.09
YCR015C	-0.2	-0.22	-0.01	0.11	-0.45	-0.03	0.25	0.04
YCR016W	-0.79	-1.22	-1.94	-1.79	-1.4	-1.09	-0.74	-0.4
YCR017C	0.26	0.27	0.19	0.15	-0.09	-0.24	-0.43	-0.23
YCR018C	0.08	-0.38	-0.11	-0.31	-0.18	-0.41	-0.17	-0.47
YCR019W	0.1	0.12	0.2	0.33	-0.22	0.32	0.28	0.2
YCR020C	0.21	0.08	-0.24	-0.25	-	0.06	0.03	-0.06
YCR020C-A	0.04	-0.03	-0.15	0.04	-0.32	0.07	0.31	0.42
YCR021C	1.28	2.16	0.8	-0.29	-0.49	-0.25	3.12	0.12
YCR022C	-0.22	-0.3	-0.17	-0.1	-0.62	-0.6	-0.36	-0.49
YCR023C	-0.14	-0.09	-0.12	-0.1	0.04	0.11	-0.07	0.23
YCR024C	0.4	0.76	0.91	0.67	0.93	0.65	0.31	0.31
YCR024C-A	-0.16	-0.52	-0.63	-0.8	-0.6	-0.57	-0.25	-0.42
YCR025C	-0.07	-0.07	-0.06	-0.12	-0.56	-0.34	-0.49	-
YCR026C	-0.18	-0.26	-0.29	-0.08	0.03	-0.05	0.16	0.08
YCR027C	0.01	0.08	0.08	0.02	-0.05	-0.05	0.1	-0.17
YCR028C	-0.03	-0.07	-0.81	-0.29	-0.45	-0.55	0.13	-1.15
YCR030C	0.51	0.41	0.7	0.83	0.75	0.33	-0.18	0.1
YCR031C	0.26	0.29	-0.49	-0.97	-0.97	-0.81	-0.62	-0.54
YCR032W	0.08	-	-0.01	-0.14	-0.08	-0.33	-0.1	-0.31
YCR033W	-0.3	-0.09	-0.15	-0.27	0.01	-0.44	-0.22	-0.19
YCR034W	0.28	-0.25	-0.86	-0.97	-0.71	-0.54	-0.45	-0.17
YCR035C	-0.51	-0.49	-0.86	-0.67	-0.47	-0.22	-0.04	0.2
YCR036W	0.53	0.9	1.08	1.15	1.08	0.97	1.04	0.73
YCR037C	-0.22	-0.56	-0.07	0.1	0.18	-0.14	-0.15	0.18
YCR038C	0.48	0.24	0.15	0.25	0.25	-	-0.2	0.12
YCR039C	-0.18	0.03	-0.06	0.11	0.21	0.39	0.37	0.51
YCR040W	-	-0.23	-0.22	-0.07	-0.71	-0.79	-0.74	-0.43
YCR041W	-0.36	-0.04	-0.36	-0.2	-0.12	-0.3	-0.43	-0.49
YCR042C	-0.34	-0.29	-0.38	-0.4	-0.07	-0.38	-0.71	-0.2
YCR043C	0.06	0.14	-0.3	-0.32	-0.22	0.04	-0.32	-0.04
YCR044C	0.12	0.31	0.21	0.19	0.19	0.04	-0.01	-0.18
YCR045C	-0.73	-0.44	-0.33	-0.17	-	-0.79	0.13	0.22
YCR046C	0.46	0.91	1.12	1.14	1.12	0.87	0.7	0.25
YCR047C	-0.14	-0.56	-0.54	-0.25	-0.47	-0.3	0.56	0.62
YCR048W	0.3	-0.2	-0.58	-0.36	-0.51	-0.47	-0.17	0.11
YCR049C	0.44	-0.42	-0.69	-0.32	-0.76	-0.92	0.01	0.18
YCR050C	0.04	-0.04	-0.51	-0.22	-0.6	-0.47	-0.54	-0.3
YCR051W	0.64	0.21	-0.34	-0.18	-0.1	-0.15	0.62	0.67
YCR052W	-0.04	-0.15	-0.23	-0.27	-0.1	-0.22	-0.25	-
YCR053W	0.01	-0.3	-0.67	-0.81	-0.45	-0.47	-0.34	-0.18
YCR054C	-0.32	-0.77	-0.9	-0.74	-0.61	-0.59	-0.33	-0.1
YCR057C	-1.09	-2.4	-2.47	-2.47	-2.06	-1.43	-0.69	-0.6
YCR059C	-0.09	-0.4	-1.06	-0.69	-0.62	-0.2	0.43	0.23
YCR060W	0.34	0.52	0.55	0.32	0.32	0.57	0.66	0.25
YCR061W	0.74	1.41	1.98	2.29	1.99	1.72	1.32	0.46
YCR062W	0.63	1.33	2	1.69	1.88	1.42	1.17	0.37
YCR063W	-0.32	-0.6	-0.84	-0.4	-0.32	-0.29	0.07	-0.42
YCR064C	-0.18	-0.32	-0.43	-0.1	-0.18	-0.29	-	-0.17
YCR065W	-0.42	-0.76	-0.54	-0.36	-0.07	-0.01	-0.6	0.04
YCR066W	-0.1	-	0.36	0.14	0.33	0.11	0.18	-0.04
YCR067C	-0.2	0.09	0.2	0.29	0.27	0.08	-0.13	-0.2
YCR068W	0.03	-0.42	0.1	0.44	0.55	0.29	0.18	0.32
YCR069W	0.04	0.49	0.46	0.49	0.54	0.45	0.36	0.18
YCR071C	0.15	0.65	0.64	0.64	0.64	0.62	0.39	-0.03
YCR072C	-1.06	-1.74	-2.4	-1.47	-1.43	-1.03	-0.45	-0.4
YCR073C	-0.32	-0.42	-0.64	-0.23	-0.2	0.07	0.06	-0.09
YCR075C	0.29	0.7	0.7	0.64	0.71	0.55	0.16	0.23
YCR076C	0.3	0.95	0.96	0.8	0.95	0.87	0.86	0.57
YCR077C	-0.29	-0.62	-0.54	-0.36	-0.25	-0.3	-0.03	-0.18
YCR079W	0.36	0.56	0.77	0.6	0.73	0.49	0.49	0.29
YCR081W	-0.06	0.08	0.1	0.07	0.04	-0.07	0.15	-
YCR082W	0.36	0.87	1.08	1.08	1.31	1.25	1.17	0.61
YCR083W	0.31	0.4	0.64	0.81	0.42	0.58	0.38	0.38
YCR084C	-0.14	-0.42	-0.49	-0.25	-0.18	-0.27	-0.4	0.06
YCR085W	-0.06	0.08	0.11	0.19	-0.51	-0.14	-0.18	-0.29
YCR086W	0.01	0.21	0.36	0.28	0.16	0.36	0.14	0.3
YCR087W	-0.1	-0.29	-0.97	-0.97	-0.94	-0.84	-0.58	-0.2
