ORF	         NaCl 0m	        NaCl 15m	        NaCl 30m	        NaCl 45m	        NaCl 60m	       NaCl 120m
YBR147W	            NULL	            NULL	          352.00	          277.70	          507.80	          339.70
YBR148W	            NULL	            NULL	            NULL	            NULL	            NULL	            NULL
YBR149W	         1096.00	          669.80	         3945.00	         5795.10	         2786.10	         3099.80
YBR150C	          184.00	          104.80	          817.60	          799.10	          347.10	          298.10
YBR151W	          511.00	          288.40	         1629.20	         1574.70	          985.60	          873.10
YBR152W	            NULL	            NULL	            NULL	            NULL	            NULL	            NULL
YBR153W	          754.00	          449.30	         1083.10	         1156.50	          665.60	          699.40
YBR154C	         1024.00	          991.60	          958.80	          780.60	          912.80	          785.00
YBR155W	          895.00	          289.10	          218.60	          202.70	          295.50	            NULL
YBR156C	            NULL	            NULL	            NULL	            NULL	            NULL	            NULL
YBR157C	          413.00	          199.80	          443.30	          532.90	          521.50	          709.20
YBR158W	         1264.00	          552.80	            NULL	          456.90	         1129.70	         1017.50
YBR159W	         2343.00	         2075.60	         2702.40	         2793.60	         3417.10	         4191.10
YBR160W	          618.00	          557.10	         1355.40	         1336.80	          614.00	          298.10
YBR161W	           94.00	          367.80	         2002.00	         1274.90	          425.90	          493.80
YBR162C	         1719.00	          981.70	         1600.10	          995.70	          961.40	         1144.70
YBR162W-A	         1154.00	         1245.40	         3338.30	         2892.50	         4809.50	         4296.30
YBR163W	          525.00	          381.20	          926.60	          740.40	          468.40	          537.90
YBR164C	         1524.00	         2001.10	         3744.00	         3835.40	         2910.50	         1981.60
YBR165W	          256.00	          409.60	         1203.50	          857.80	          570.00	          430.20
YBR166C	          348.00	          144.50	          468.60	          440.60	          382.00	            NULL
YBR167C	          133.00	           87.80	          209.40	          165.80	          297.00	          303.00
YBR168W	            NULL	          151.60	          444.80	          386.30	            NULL	            NULL
YBR169C	          479.00	          531.50	         3371.20	         3459.50	         2164.20	         1435.90
YBR170C	          294.00	          158.60	          320.60	          593.80	          403.20	          364.20
YBR171W	         1688.00	          757.00	         1205.00	         1208.60	         1964.00	         1227.90
YBR172C	          771.00	          156.50	          414.20	          446.00	          409.30	          481.60
YBR173C	          719.00	          457.10	          834.50	          881.70	         2006.50	          758.10
YBR174C	            NULL	           31.80	            NULL	            NULL	            NULL	            NULL
YBR175W	         1006.00	          815.80	         1379.10	         1119.60	          909.80	          185.50
YBR176W	          445.00	            NULL	          533.80	          517.70	          589.80	          320.10
YBR177C	          787.00	          447.90	         1490.40	         1112.00	          806.70	          312.80
YBR178W	            NULL	            NULL	           47.50	            NULL	            NULL	            NULL
YBR179C	          281.00	          129.60	          538.40	          397.20	          394.10	          268.70
YBR180W	            NULL	            NULL	            NULL	            NULL	            NULL	            NULL
