ORF	     Sorbitol 0m	    Sorbitol 15m	    Sorbitol 30m	    Sorbitol 45m	    Sorbitol 90m	   Sorbitol 120m
YBR146W	          323.00	            NULL	            NULL	            NULL	            NULL	          452.70
YBR147W	            NULL	            NULL	            NULL	            NULL	            NULL	            NULL
YBR148W	            NULL	            NULL	            NULL	            NULL	            NULL	            NULL
YBR149W	         1096.00	         1199.70	         2830.40	         7230.20	         1701.30	         1980.70
YBR150C	          184.00	          266.20	          280.70	          568.90	            NULL	          177.00
YBR151W	          511.00	          595.80	         1118.30	         1722.30	          575.90	          835.20
YBR152W	            NULL	            NULL	            NULL	            NULL	            NULL	            NULL
YBR153W	          754.00	          627.20	          913.50	         1858.00	          863.40	         1290.30
YBR154C	         1024.00	          619.80	          515.00	         1370.90	         1260.20	         1273.70
YBR155W	          895.00	          164.70	            NULL	         1388.50	          883.20	          960.60
YBR156C	            NULL	            NULL	            NULL	            NULL	            NULL	            NULL
YBR157C	          413.00	          282.80	          474.40	         1412.90	          706.20	          838.30
YBR158W	         1264.00	          272.70	          489.20	         1166.00	         1223.00	         1630.30
YBR159W	         2343.00	         1443.40	         1762.20	         3113.20	         3074.70	         3103.30
YBR160W	          618.00	          599.50	         1280.70	         1159.20	          600.30	          798.90
YBR161W	           94.00	          501.70	          476.30	            NULL	          240.70	          283.70
YBR162C	         1719.00	          765.70	         1092.50	         1288.10	         1898.00	         2119.60
YBR162W-A	         1154.00	          573.70	         1151.50	         2856.70	         1596.60	         1374.20
YBR163W	          525.00	          432.40	          655.30	          859.30	          766.80	          880.80
YBR164C	         1524.00	         1022.40	         1797.30	         2567.70	         1547.70	         1666.60
YBR165W	          256.00	          500.70	          553.80	          695.10	          350.10	          366.70
YBR166C	          348.00	          155.40	          485.50	          416.90	          338.50	          372.90
YBR167C	          133.00	            NULL	            NULL	          197.10	          144.10	            NULL
YBR168W	            NULL	            NULL	            NULL	            NULL	          198.80	            NULL
YBR169C	          479.00	          798.00	         2566.60	         2951.70	            NULL	          815.50
YBR170C	          294.00	            NULL	          509.50	          768.40	          328.00	          441.30
YBR171W	         1688.00	          452.70	          991.00	         1448.20	         1359.20	         1648.90
YBR172C	          771.00	            NULL	          596.20	            NULL	            NULL	          614.40
YBR173C	          719.00	          281.00	          646.00	         1319.30	          508.40	          631.00
YBR174C	            NULL	            NULL	            NULL	            NULL	            NULL	            NULL
YBR175W	         1006.00	          764.80	          873.00	         1066.90	          845.90	          874.60
YBR176W	          445.00	            NULL	          528.00	          452.20	            NULL	          490.00
YBR177C	          787.00	          353.00	         1192.10	          765.70	          442.10	          725.30
YBR178W	            NULL	            NULL	            NULL	            NULL	            NULL	            NULL
YBR179C	          281.00	            NULL	          522.40	            NULL	            NULL	          441.30
YBR180W	            NULL	            NULL	            NULL	            NULL	            NULL	            NULL
